/home/ouyangzl/.local/lib/python3.12/site-packages/torch/nn/modules/loss.py:610: UserWarning: Using a target size (torch.Size([1, 10, 16])) that is different to the input size (torch.Size([10, 16])). This will likely lead to incorrect results due to broadcasting. Please ensure they have the same size.
  return F.mse_loss(input, target, reduction=self.reduction)
Step 0: Loss = 1.3718925714492798
Step 1: Loss = 1.3008527755737305
/home/ouyangzl/.local/lib/python3.12/site-packages/torch/autograd/graph.py:823: UserWarning: Using backward() with create_graph=True will create a reference cycle between the parameter and its gradient which can cause a memory leak. We recommend using autograd.grad when creating the graph to avoid this. If you have to use this function, make sure to reset the .grad fields of your parameters to None after use to break the cycle and avoid the leak. (Triggered internally at /pytorch/torch/csrc/autograd/engine.cpp:1260.)
  return Variable._execution_engine.run_backward(  # Calls into the C++ engine to run the backward pass
Step 2: Loss = 1.1798838376998901
Step 3: Loss = 1.0344399213790894
Step 4: Loss = 0.8864055871963501
Step 5: Loss = 0.750296413898468
Step 6: Loss = 0.6332524418830872
Step 7: Loss = 0.5369738936424255
Step 8: Loss = 0.45997294783592224
Step 9: Loss = 0.39933010935783386
Step 10: Loss = 0.3517880439758301
Step 11: Loss = 0.3143119812011719
Step 12: Loss = 0.2843109369277954
Step 13: Loss = 0.2596760094165802
Step 14: Loss = 0.23873673379421234
Step 15: Loss = 0.22019274532794952
Step 16: Loss = 0.20304857194423676
Step 17: Loss = 0.18656355142593384
Step 18: Loss = 0.17022128403186798
Step 19: Loss = 0.153717502951622
Step 20: Loss = 0.1369636356830597
Step 21: Loss = 0.12009885162115097
Step 22: Loss = 0.10350048542022705
Step 23: Loss = 0.08777561038732529
Step 24: Loss = 0.07371273636817932
Step 25: Loss = 0.06217178329825401
Step 26: Loss = 0.05390217900276184
Step 27: Loss = 0.04930851608514786
Step 28: Loss = 0.04822855070233345
Step 29: Loss = 0.049828674644231796
Step 30: Loss = 0.05271841213107109
Step 31: Loss = 0.05530618503689766
Step 32: Loss = 0.05628384277224541
Step 33: Loss = 0.0550251305103302
Step 34: Loss = 0.05170712620019913
Step 35: Loss = 0.047116219997406006
Step 36: Loss = 0.04226945713162422
Step 37: Loss = 0.03804869204759598
Step 38: Loss = 0.034985288977622986
Step 39: Loss = 0.03322215750813484
Step 40: Loss = 0.032598596066236496
Step 41: Loss = 0.03278202563524246
Step 42: Loss = 0.03338990733027458
Step 43: Loss = 0.03407588228583336
Step 44: Loss = 0.03457705304026604
Step 45: Loss = 0.0347306951880455
Step 46: Loss = 0.03447086364030838
Step 47: Loss = 0.03381355479359627
Step 48: Loss = 0.032836172729730606
Step 49: Loss = 0.03165450692176819
Step 50: Loss = 0.030399424955248833
Step 51: Loss = 0.029194790869951248
Step 52: Loss = 0.0281386561691761
Step 53: Loss = 0.02728976681828499
Step 54: Loss = 0.026661574840545654
Step 55: Loss = 0.026224860921502113
Step 56: Loss = 0.02591865137219429
Step 57: Loss = 0.02566695213317871
Step 58: Loss = 0.025397291406989098
Step 59: Loss = 0.025056397542357445
Step 60: Loss = 0.024619391188025475
Step 61: Loss = 0.02409076690673828
Step 62: Loss = 0.02349819242954254
Step 63: Loss = 0.022881831973791122
Step 64: Loss = 0.022282812744379044
Step 65: Loss = 0.021733904257416725
Step 66: Loss = 0.021254150196909904
Step 67: Loss = 0.02084774151444435
Step 68: Loss = 0.020506346598267555
Step 69: Loss = 0.020213456824421883
Step 70: Loss = 0.019949356094002724
Step 71: Loss = 0.019695524126291275
Step 72: Loss = 0.01943780854344368
Step 73: Loss = 0.019168077036738396
Step 74: Loss = 0.018884390592575073
Step 75: Loss = 0.0185900516808033
Step 76: Loss = 0.018291853368282318
Step 77: Loss = 0.01799805276095867
Step 78: Loss = 0.01771639846265316
Step 79: Loss = 0.017452633008360863
Step 80: Loss = 0.01720959134399891
Step 81: Loss = 0.016987020149827003
Step 82: Loss = 0.016782023012638092
Step 83: Loss = 0.01658998429775238
Step 84: Loss = 0.016405675560235977
Step 85: Loss = 0.01622430793941021
Step 86: Loss = 0.016042353585362434
Step 87: Loss = 0.015857933089137077
Step 88: Loss = 0.015670843422412872
Step 89: Loss = 0.015482189133763313
Step 90: Loss = 0.01529386080801487
Step 91: Loss = 0.015107951126992702
